media_viewers	pico_viewers	desvio_viewers	frequencia	crescimento_medio	volatilidade	tempo_horas	quantidade_categorias
-0.1391600562340174	-0.09695176981786592	-0.08471731971871363	0.6646062221586938	0.020274965282435956	-0.14230507110366275	0.6646062221586938	-0.4359432291543438
-0.18174670919693867	-0.13995297390193015	-0.12614029085283893	-0.6680601102133839	-0.032672617316675895	-0.11349642023488582	-0.6680601102133839	-0.4359432291543438
-0.21847401142483133	-0.1508941086688814	-0.13052433149023038	0.07442541782248797	-0.018025506267476118	-0.1610096334463204	0.07442541782248797	-0.4359432291543438
-0.15771734088183775	-0.14326075883147354	-0.15905544322513926	-0.5538315674386344	-0.04254857374164887	-0.20777723286103236	-0.5538315674386344	-0.4359432291543438
-0.2667640018183456	-0.17926472556458056	-0.1547210256053457	-0.6680601102133839	-0.026800427009935207	-0.19705970328718822	-0.6680601102133839	-0.4359432291543438
0.012998516698799322	-0.07163449285712989	-0.12525877186155687	3.0634056204284335	-0.048916089010943666	-0.13581916552535672	3.0634056204284335	0.13118789807040676
-0.08279112156860968	-0.0762145027595746	-0.035415693084817866	-0.6680601102133839	-0.2543478013961368	0.1016215198134488	-0.6680601102133839	-0.4359432291543438
-0.25512142598903426	-0.16692414332743788	-0.13312054852662783	-0.687098200675842	0.049538046977693706	-0.11306454487535457	-0.687098200675842	0.13118789807040676
-0.2331165792563867	-0.14873132621494917	-0.10644000513998945	0.13153968920986273	-0.07852567779697019	-0.19667918335932386	0.13153968920986273	-0.4359432291543438
-0.23960057900464682	-0.1617080209385425	-0.1418594258106965	-0.5347934769761761	-0.11072381347710418	-0.19988929204173195	-0.5347934769761761	-0.4359432291543438
-0.15037878801620233	-0.10305844968779221	-0.08050902264788043	1.3499774788071908	-0.037619011854335846	-0.13258171546881137	1.3499774788071908	0.6983190252951573
-0.09133343449514195	-0.09835121728805736	-0.1022482538554159	1.4070917501945657	-0.011179885689592111	-0.12170876527221167	1.4070917501945657	3.53397466141891
-0.2606603040048569	-0.1698502607651109	-0.13638509353309133	-0.2682602105017606	-0.06423564021540708	-0.18438281100825699	-0.2682602105017606	0.6983190252951573
-0.24393294845859095	-0.14618687626914656	-0.11206383650926925	-0.43960302466388484	-0.11626497344792566	-0.1543597708690912	-0.43960302466388484	-0.4359432291543438
0.003965553425654381	-0.04377276595059124	-0.06066004650300569	0.30288250337198697	0.052946014566427134	-0.047381428539510904	0.30288250337198697	-0.4359432291543438
-0.1363999485183099	-0.11692570189241647	-0.10114390765708735	-0.6680601102133839	0.28295761167063593	-0.09805722202037204	-0.6680601102133839	-0.4359432291543438
-0.042679105168598686	-0.10064122223927972	-0.15191226538952532	-0.6490220197509255	-0.06912913213769098	-0.19129075079797467	-0.6490220197509255	-0.4359432291543438
0.7886991970089875	0.23446283562292486	0.1168081962357662	-0.3253744818891353	0.48580348987522187	0.3362762207947345	-0.3253744818891353	-0.4359432291543438
-0.24368067162588644	-0.16590636334911682	-0.14632140154791656	-0.5538315674386344	-0.02586621491568101	-0.1780689070297854	-0.5538315674386344	-0.4359432291543438
-0.1801582451863634	-0.13511851900490518	-0.12266710760840653	0.03634923689757147	-0.029282126484807762	-0.1500717501497568	0.03634923689757147	3.53397466141891
0.4420708288730435	0.10151532595473815	0.03466915389598668	-0.7251743816007586	1.6093385972056882	0.5496331890450267	-0.7251743816007586	-0.4359432291543438
-0.283767460342627	-0.18091861802935227	-0.15012728483638113	-0.5919077483635509	-0.07769274300168781	-0.18623359700610054	-0.5919077483635509	-0.4359432291543438
-0.21949363029034524	-0.1620896884304129	-0.14763130144094858	-0.7061362911383003	0.09847296620053275	-0.1907431369385195	-0.7061362911383003	-0.4359432291543438
-0.27373945624262425	-0.1814275080185128	-0.15526879225996296	-0.687098200675842	-0.00367867767714376	-0.20901385020737584	-0.687098200675842	-0.4359432291543438
-0.28486486456489146	-0.18575307292637724	-0.15738660790814513	-0.7061362911383003	-0.07524599704054587	-0.20139261119119053	-0.7061362911383003	-0.4359432291543438
2.273742540025904	1.1349436714424708	1.0514186508535195	-0.3253744818891353	1.337909365907702	1.3289792482405252	-0.3253744818891353	0.13118789807040676
-0.21495264730166475	-0.15292966862552348	-0.11384609079907744	-0.7061362911383003	0.21836351829648842	-0.06281509656074674	-0.7061362911383003	-0.4359432291543438
-0.26933362155717827	-0.17990083805103121	-0.1584245055556836	0.5503776793839442	-0.04556590472930218	-0.2109596942548968	0.5503776793839442	-0.4359432291543438
0.033566453796746006	-0.01654715153050325	-0.025135566356722625	1.3309393883447325	-0.01946018912650935	-0.042864170188485116	1.3309393883447325	-0.4359432291543438
0.34941315217544405	0.1920977440253113	0.16491744358360436	-0.2492221200393023	0.4725532375929024	0.37126354588885874	-0.2492221200393023	-0.4359432291543438
-0.1980185649063771	-0.15636467605235702	-0.1544900572791796	-0.7061362911383003	0.022623841405132232	-0.20565427267533257	-0.7061362911383003	-0.4359432291543438
2.0176973221329093	0.72566889766012	0.3513619806297672	-0.7061362911383003	5.667266773759617	0.08422791731198015	-0.7061362911383003	-0.4359432291543438
