user_name	game_id	media_viewers	frequencia	relevancia
xlavandulax	516575	411.52	21	172838
Jillipuff	516575	256.37	30	153822
boostio	516575	922.62	8	147619
MARI	516575	596.67	12	143201
a2guapo	516575	892.88	8	142861
cheatcode	516575	236.03	30	141618
BeanDip	516575	1601.0	4	128080
geezerra	516575	209.28	29	121382
ion2x	516575	424.38	13	110339
peterpark	516575	305.78	18	110081
C0Mfps	516575	1088.2	5	108820
hivise	516575	1809.33	3	108560
VOODOO_248	516575	378.86	14	106081
reduxxval	516575	248.76	21	104479
VanFanTV	516575	743.71	7	104119
imthemarteen	516575	844.67	6	101360
sunnys	516575	1677.67	3	100660
wedidvalorant	516575	385.38	13	100199
Kaemii	516575	400.75	12	96180
mimimimichaela	516575	504.11	9	90740
SicK_cs	516575	237.56	18	85522
babybay	516575	700.67	6	84080
santipulgaz	516575	1043.5	4	83480
sinatraavod	516575	340.42	12	81701
wtfslump	516575	367.64	11	80881
solada	516575	431.44	9	77659
root	516575	242.93	15	72879
jawhn	516575	221.21	14	61939
Abgxlina	516575	596.8	5	59680
AstaBush	516575	570.8	5	57080
JenaUrf	516575	284.1	10	56820
RazzieBinx	516575	366.71	7	51339
Laiys	516575	827.0	3	49620
Notexxd	516575	325.0	7	45500
1jdab1	516575	443.6	5	44360
smokefps	516575	243.33	9	43799
QQobes33	516575	272.62	8	43619
cevanescent	516575	362.83	6	43540
moobsxd	516575	298.43	7	41780
DazierEU	516575	206.4	10	41280
1zerona	516575	226.11	9	40700
d4v41vlr	516575	674.33	3	40460
sakurah	516575	403.0	5	40300
PrimatePaige	516575	331.33	6	39760
rawdogmoon	516575	994.0	2	39760
zanderfps	516575	213.22	9	38380
mckenical	516575	357.0	5	35700
amerng	516575	1602.0	1	32040
LBMM	516575	306.8	5	30680
joona	516575	188.62	8	30179
kikiyomimiii	516575	698.5	2	27940
Mogi	516575	238.6	5	23860
silverrruns	516575	194.17	6	23300
v6nas	516575	195.8	5	19580
Punz	516575	190.6	5	19060
Pa1ze	516575	430.0	2	17200
banhbaoval	516575	246.67	3	14800
xlcuo87	516575	183.0	4	14640
BoaRoo	516575	354.0	2	14160
1800johan	516575	225.0	3	13500
cavern	516575	318.0	2	12720
gMdd	516575	210.67	3	12640
Tuppeeyy	516575	194.67	3	11680
JTriarchy	516575	571.0	1	11420
Miznatnasah	516575	275.0	2	11000
UnicronTV	516575	272.0	2	10880
Sydeon	516575	517.0	1	10340
almightysooch	516575	517.0	1	10340
Marved6	516575	448.0	1	8960
yfwNJ	516575	214.5	2	8580
Aipha	516575	410.0	1	8200
JoeDaBozo	516575	385.0	1	7700
EstoniaMan	516575	381.0	1	7620
2clt	516575	363.0	1	7260
Mews	516575	179.0	2	7160
tonka_val	516575	313.0	1	6260
bunnycustard	516575	280.0	1	5600
patiphan	516575	271.0	1	5420
ShyoWager	516575	260.0	1	5200
JustTeetaa	516575	251.0	1	5020
AzyenTV	516575	223.0	1	4460
trashley	516575	206.0	1	4120
Ethero	516575	200.0	1	4000
dragonlmaoo	516575	195.0	1	3900
overtaaa	516575	185.0	1	3700
1inthe	516575	184.0	1	3680
gabricait	516575	181.0	1	3620
Princess	516575	165.0	1	3300
ow_esports	515025	42660.49	173	147605295
Emongg	515025	9097.11	203	36934267
Aspen	515025	6371.1	194	24719868
Flats	515025	10940.81	106	23194517
mL7support	515025	5862.94	154	18057855
Unter	515025	4787.48	160	15319936
hadi_ow	515025	2970.71	220	13071124
supertf	515025	6396.9	83	10618854
FroggerOW	515025	2912.73	164	9553754
PlayOverwatch	515025	2465.71	172	8482042
dafran	515025	2693.1	153	8240886
sunshinebread	515025	2060.36	191	7870575
Warn	515025	1815.63	207	7516708
CommanderX	515025	2291.88	130	5958888
pge4	515025	2003.39	130	5208814
cowfee	515025	1044.63	172	3593527
ZBRA	515025	745.93	187	2789778
Apply	515025	1006.3	138	2777388
Hydron	515025	515.84	206	2125261
hiimsky	515025	451.19	201	1813784
kraandop	515025	1038.07	87	1806242
durpee82	515025	432.43	188	1625937
AceOFSpades	515025	657.65	120	1578360
KarQ	515025	678.16	108	1464826
6Cyx	515025	508.59	140	1424052
Winton_OW2	515025	618.74	114	1410727
iddqd	515025	853.44	77	1314298
sugarfree	515025	1320.59	39	1030060
Skiesti	515025	645.35	79	1019653
Avast	515025	670.88	74	992902
Frankiep423	515025	670.84	74	992843
tr33_ow	515025	449.58	110	989076
LyarOW	515025	650.11	75	975165
Tommathan	515025	554.18	87	964273
vulture_ow	515025	544.43	68	740425
chibidoki	515025	2590.86	14	725441
chosen_ow	515025	349.75	97	678515
Yugi2x	515025	6563.6	5	656360
ThatMartinKidTV	515025	1400.74	23	644340
Gamin4Hope	515025	941.15	34	639982
Grizzy	515025	1504.95	21	632079
Rakattack	515025	334.88	73	488925
harbleu	515025	1044.09	22	459400
SlothyBearr	515025	2769.62	8	443139
almost_poe	515025	461.4	48	442944
August	515025	590.14	36	424901
JunoTheMartian	515025	437.84	45	394056
Emilycc	515025	342.31	54	369695
beaver	515025	923.3	20	369320
Sooshi	515025	459.77	39	358621
snowcone	515025	323.89	55	356279
dafranVODs	515025	681.28	25	340640
hydro__ow	515025	234.31	70	328034
PLAYTO_ow	515025	236.13	63	297524
herloaf	515025	436.35	34	296718
Carla	515025	509.17	29	295319
JWantedL	515025	639.21	19	242900
JOYSTICK	515025	205.74	58	238658
qrxuow	515025	294.27	40	235416
DapDerDapy	515025	1274.75	8	203960
Valkia	515025	1183.62	8	189379
Deku	515025	300.03	31	186019
meow2heavenly	515025	223.12	41	182958
Keeoh	515025	249.62	32	159757
Bullskunk	515025	373.55	20	149420
Kephrii	515025	274.67	27	148322
RenegadeOWx	515025	1210.67	6	145280
LexiGraham	515025	297.33	24	142718
Fareeha	515025	441.56	16	141299
cartifan22_	515025	322.95	21	135639
Somnus	515025	347.11	18	124960
vegaoverwatch	515025	325.95	19	123861
TiffachuFTW	515025	205.58	26	106902
alvicatee	515025	395.54	13	102840
SquikoTV	515025	233.55	20	93420
sunnys	515025	753.17	6	90380
Yeatle	515025	464.89	9	83680
Purpzuki	515025	433.89	9	78100
RupalZaman	515025	194.47	19	73899
soapy	515025	397.56	9	71561
snazzayjazzayy6	515025	694.0	5	69400
santipulgaz	515025	693.8	5	69380
penpuin	515025	190.83	18	68699
GetQuakedOn	515025	281.17	12	67481
numbers2155	515025	240.85	13	62621
vaIeia	515025	388.71	7	54419
MassMachine5000	515025	268.7	10	53740
agilities	515025	230.27	11	50659
phoenixfox	515025	279.22	9	50260
TinySmoOW	515025	266.89	9	48040
kaylin	515025	189.5	10	37900
sakurah	515025	374.6	5	37460
DoopieOW	515025	290.17	6	34820
YukariPoi	515025	300.4	5	30040
Elias_0w	515025	420.0	3	25200
matty_ow	515025	250.6	5	25060
Silvoc_o7	515025	236.2	5	23620
Lightningbolt	515025	290.25	4	23220
GP_TV	515025	288.25	4	23060
DiAngeloXP	515025	215.2	5	21520
zazazebra01	515025	246.75	4	19740
lexipasch	515025	241.5	4	19320
conormcleod17	515025	176.0	5	17600
turbo_creature	515025	200.25	4	16020
BOTpeter_	515025	262.33	3	15740
ShellBebop	515025	260.67	3	15640
Raylene	515025	257.67	3	15460
auger	515025	251.67	3	15100
charlottemunster	515025	182.25	4	14580
peacho_s	515025	226.0	3	13560
FACEIT_Overwatch	515025	211.0	3	12660
Powatripp	515025	293.5	2	11740
caffeiineee	515025	186.33	3	11180
just_stevo	515025	455.0	1	9100
Awkward	515025	436.0	1	8720
Sloot	515025	214.0	2	8560
skissorssz	515025	181.5	2	7260
Spilo	515025	318.0	1	6360
ms_megatron	515025	300.0	1	6000
PlantingPlanets_	515025	284.0	1	5680
SageYk0	515025	215.0	1	4300
Qubblez_	515025	213.0	1	4260
KILLERSTONE69_TLC	515025	204.0	1	4080
PlayOfTheJames	515025	200.0	1	4000
yoshem_	515025	175.0	1	3500
pirate_ow_	515025	169.0	1	3380
wendolynortizz	509672	13839.93	100	27679860
yurnboi	509672	3155.38	331	20888616
evelynomadera	509672	3621.77	275	19919735
dano_mall	509672	4226.04	159	13438807
benjychavez_	509672	3613.59	164	11852575
vanillamace	509672	9644.4	50	9644400
rayasianboy	509672	4627.88	72	6664147
Reginald	509672	2899.92	113	6553819
tylil	509672	8777.74	35	6144418
jakeydavies	509672	3672.09	78	5728460
2xRaKai	509672	16704.43	14	4677240
NYKchazza	509672	3136.45	67	4202843
angryginge13	509672	7585.7	23	3489422
hmblzayy	509672	471.87	366	3454088
vedal987	509672	13765.08	12	3303619
Thetylilshow	509672	3879.33	42	3258637
taysmcrr	509672	2501.66	62	3102058
PeeguuTV	509672	820.51	178	2921016
Agent00	509672	7287.9	20	2915160
erobb221	509672	3673.24	37	2718198
Chloe__IRL	509672	1779.97	58	2064765
detune	509672	1629.17	58	1889837
NoraExplorer	509672	3762.84	25	1881420
bendadonnn	509672	3934.43	21	1652461
bluesclues124	509672	1031.64	76	1568093
carterefe	509672	7062.91	11	1553840
KumaMonster	509672	504.56	146	1473315
ARIatHOME	509672	3019.0	24	1449120
StudyTme	509672	897.2	76	1363744
OniGiri	509672	1996.06	33	1317400
Madi2hottyy	509672	1168.92	53	1239055
mira	509672	316.19	194	1226817
kelo	509672	1267.92	48	1217203
hailyXalyse	509672	485.85	118	1146606
PrimatePaige	509672	538.85	106	1142362
yonalashay	509672	1901.57	30	1140942
NinaDaddyisBack	509672	415.54	136	1130269
Majinobama	509672	571.95	95	1086705
jordynlucas	509672	1481.26	34	1007257
diemondzx	509672	449.05	111	996891
tokyosims	509672	573.06	86	985663
milkypuff	509672	813.91	54	879023
PlaqueBoyMax	509672	21877.0	2	875080
HAchubby	509672	530.81	81	859912
dannyaarons	509672	3288.15	13	854919
CookSuxAlwaysOn	509672	290.89	137	797039
Asmongold247	509672	2262.59	17	769281
oga_amos	509672	1297.39	28	726538
nicknayersina	509672	2680.69	13	696979
EpicVoyages	509672	779.49	43	670361
indialovewestbrooks	509672	990.61	33	653803
aishahsofeyy	509672	1516.1	21	636762
therealtianamusarra	509672	1000.32	31	620198
MeltIsLIVE	509672	487.35	63	614061
tydollasign	509672	1455.38	21	611260
aozami	509672	357.63	81	579361
문뚜야	509672	873.94	33	576800
INNESHX	509672	659.86	43	567480
Jarvis4Real	509672	1490.74	19	566481
BtbDezzz	509672	605.78	46	557318
zoespencer	509672	579.41	46	533057
WizKhalifa	509672	1610.88	16	515482
YoatziCastro	509672	1073.78	23	493939
ryaah	509672	691.37	35	483959
4amLaundry	509672	333.97	68	454199
MinyMontz	509672	801.75	28	448980
MiaMakesMusic	509672	581.63	38	442039
shazdelicious	509672	785.19	27	424003
nothingb4kaiyo	509672	237.48	87	413215
boltar	509672	458.74	43	394516
DeliverTheFood	509672	673.41	29	390578
zavi_moss	509672	284.58	65	369954
Rainhoe	509672	1968.0	9	354240
Tyrone	509672	651.26	27	351680
mcqueennlive	509672	996.29	17	338739
ibabyrainbow	509672	789.95	20	315980
nest	509672	319.06	48	306298
AMOURANTH	509672	585.69	26	304559
EsfandTV	509672	1380.82	11	303780
EXBC	509672	345.88	43	297457
DinomiteTwins	509672	906.5	16	290080
theRealShooKon3	509672	226.23	64	289574
reemknocks	509672	895.31	16	286499
Maxy	509672	516.07	27	278678
mavgx	509672	455.43	30	273258
officialjaidynalexxis	509672	540.08	25	270040
julien	509672	1119.17	12	268601
mronthewater	509672	1097.08	12	263299
summyahmarie	509672	678.42	19	257800
StormChaserIRL	509672	357.17	35	250019
brooklynfrost	509672	789.2	15	236760
Stay_C	509672	367.0	32	234880
lagmasterpiece	509672	571.9	20	228760
Saiiren	509672	1265.22	9	227740
Emilycc	509672	339.97	33	224380
heinzbaines_	509672	725.07	15	217521
KhanAsadi	509672	656.0	16	209920
ma_vgx	509672	647.56	16	207219
theresnoee	509672	770.0	13	200200
akaNemsko	509672	740.46	13	192520
ChloeParkerrrrr	509672	542.47	17	184440
NotQuiteLikeDuB	509672	1267.57	7	177460
paidwayyto	509672	335.85	26	174642
Yuggie_TV	509672	266.83	29	154761
ManukiEmi	509672	383.5	20	153400
ryderxdantino	509672	367.05	19	139479
mino56	509672	249.37	27	134660
CameramanPaul	509672	351.84	19	133699
Gavrilka	509672	533.0	12	127920
jenstaylor0	509672	456.07	14	127700
ridetheline	509672	218.83	29	126921
Apollolol	509672	632.5	10	126500
YUKISGARDEN	509672	250.72	25	125360
youngdabo	509672	843.14	7	118040
PrettyGoodGaming_	509672	834.14	7	116780
ezzmoandyoyo	509672	362.75	16	116080
MeesterKeem	509672	285.65	20	114260
zhadstew	509672	296.95	19	112841
alinitytv247	509672	307.94	18	110858
Trucker_Dylan	509672	243.73	22	107241
KingSammelot	509672	1288.0	4	103040
Crunk_Muffin	509672	219.57	23	101002
iambiglex__	509672	695.29	7	97341
coreydarbo	509672	603.12	8	96499
outplayedbyjade	509672	344.29	14	96401
aircool	509672	681.0	7	95340
dollblush	509672	391.58	12	93979
DreDaTopicLive	509672	459.5	10	91900
bradleykraut	509672	347.0	13	90220
fadi	509672	722.5	6	86700
whoisWIZARDKELLY	509672	360.75	12	86580
frescotrey	509672	1080.0	4	86400
BTMC	509672	595.14	7	83320
ojo_isAboy	509672	459.22	9	82660
AsianJeff	509672	369.64	11	81321
splatt_walka102	509672	225.0	17	76500
summerxiriss	509672	451.62	8	72259
DGR_Dave	509672	508.14	7	71140
ShadowCorpa	509672	250.36	14	70101
Minchu3150	509672	267.08	13	69441
braxtonnncomerrr	509672	572.5	6	68700
rynenzo	509672	337.4	10	67480
JOEYKAOTYK	509672	1098.0	3	65880
notdebpark	509672	249.31	13	64821
Celina	509672	293.27	11	64519
PizzaPrincessG	509672	288.36	11	63439
AirlinersLive	509672	258.75	12	62100
franzleonofficial	509672	305.8	10	61160
lanializa	509672	509.67	6	61160
EdyBot	509672	605.0	5	60500
ayofatnap	509672	426.86	7	59760
MaxGGs	509672	489.33	6	58720
queennaija	509672	359.38	8	57501
crazyjamjam	509672	888.0	3	53280
sylvee	509672	647.75	4	51820
ppim	509672	1121.5	2	44860
Ceweina	509672	220.7	10	44140
해까닥여울이	509672	215.6	10	43120
ruunachu	509672	228.11	9	41060
pilavpowa	509672	995.0	2	39800
ayaatanjali	509672	277.71	7	38879
ALLDAYNYC	509672	320.0	6	38400
KattyCore	509672	232.0	8	37120
blasianbabylola	509672	450.0	4	36000
raphaelsololive	509672	210.12	8	33619
tyongeee	509672	328.6	5	32860
RelicKris	509672	267.67	6	32120
AmberrTyson	509672	366.75	4	29340
beefuniverse	509672	243.33	6	29200
seangouldy	509672	330.0	4	26400
Juicy	509672	409.0	3	24540
NomadicGaijin	509672	203.17	6	24380
ohhhitsvickayyy	509672	295.0	4	23600
Ticklefitz	509672	189.0	6	22680
imbadkidjay	509672	253.25	4	20260
noemi	509672	253.0	4	20240
destinedkidofficial	509672	495.0	2	19800
AshleyNocera	509672	487.0	2	19480
KingKreas	509672	307.33	3	18440
eeviex	509672	429.0	2	17160
shankcomics	509672	425.5	2	17020
LA4AWALE	509672	420.0	2	16800
brxan	509672	186.75	4	14940
demisux	509672	240.33	3	14420
Ieshawn	509672	355.5	2	14220
Yukiifoxs	509672	174.0	4	13920
Emelie	509672	173.5	4	13880
ExtremelySubtle	509672	345.5	2	13820
Zara	509672	322.0	2	12880
ReinbowApp	509672	282.5	2	11300
kanirosi	509672	280.5	2	11220
DGthe99	509672	263.0	2	10520
RunoBean	509672	165.67	3	9940
daveezz	509672	240.0	2	9600
Tuppeeyy	509672	239.0	2	9560
Vandiimion	509672	235.0	2	9400
potentialbliss	509672	465.0	1	9300
LilyLouOfficial	509672	210.0	2	8400
paekachuuu	509672	414.0	1	8280
Lilblasz	509672	205.5	2	8220
ParaglidingLive	509672	405.0	1	8100
lumiiifox	509672	390.0	1	7800
mainefisherman	509672	388.0	1	7760
pezz2xp	509672	185.5	2	7420
stoneboiyy	509672	371.0	1	7420
BigBoneLife	509672	350.0	1	7000
LBMM	509672	349.0	1	6980
SweatyPedals	509672	340.0	1	6800
PELMX100	509672	300.0	1	6000
maestroharrell	509672	295.0	1	5900
grabbahitting37	509672	289.0	1	5780
auger	509672	285.0	1	5700
nyc_tours	509672	284.0	1	5680
yurnbro	509672	279.0	1	5580
Benjamin_Bucks	509672	238.0	1	4760
THENIGELB	509672	180.0	1	3600
Khim	509672	175.0	1	3500
HasanAbi	509658	32253.68	168	108372365
zackrawrr	509658	33893.62	107	72532347
jasontheween	509658	19037.41	148	56350734
Lacy	509658	16054.98	174	55871330
stableronaldo	509658	24480.34	85	41616578
2xRaKai	509658	22241.66	80	35586656
SanteaTv	509658	5657.95	265	29987135
Jinnytty	509658	5534.58	253	28004975
PlaqueBoyMax	509658	16532.38	82	27113103
ExtraEmily	509658	7722.73	171	26411737
AlveusSanctuary	509658	3676.99	324	23826895
Marlon	509658	11123.3	102	22691532
wendolynortizz	509658	17429.43	51	17778019
Jynxzi	509658	44002.5	20	17601000
Arky	509658	4519.03	187	16901172
xQc	509658	18788.68	44	16534038
Yugi2x	509658	3215.96	226	14536139
MidnightSumo	509658	2231.05	313	13966373
BruceDropEmOff	509658	14750.1	39	11505078
caseoh_	509658	33737.24	17	11470662
ironmouse	509658	6269.64	86	10783781
ohnePixel	509658	25989.75	16	8316720
robcdee	509658	3153.57	128	8073139
Cinna	509658	6203.7	63	7816662
caseoh247	509658	1631.12	236	7698886
PaymoneyWubby	509658	9432.53	36	6791422
Joe_Bartolozzi	509658	10733.17	29	6225239
Silky	509658	4889.05	62	6062422
Hitch	509658	1284.65	221	5678153
RealKatieB	509658	9572.75	28	5360740
Central_Committee	509658	3609.65	68	4909124
Ludwig	509658	7709.8	30	4625880
cyr	509658	2711.28	85	4609176
slimeIRL	509658	2145.3	105	4505130
willneff	509658	3848.98	57	4387837
CodeMiko	509658	2808.83	78	4381775
Velcuz	509658	1249.73	175	4374055
hexy	509658	1958.19	104	4073035
mooda	509658	9500.95	21	3990399
carterefe	509658	6101.97	32	3905261
HumanDilemma	509658	414.48	469	3887822
hello_kiko	509658	1761.05	109	3839089
peller	509658	6209.3	30	3725580
Tray	509658	1593.84	116	3697709
PoliceChaseNetwork	509658	485.96	377	3664138
RDCgaming	509658	10464.24	17	3557842
santipulgaz	509658	1044.91	169	3531796
carolinekwan	509658	2205.87	79	3485275
vanillamace	509658	9393.39	18	3381620
sakurashymko	509658	1576.42	107	3373539
Bonnie	509658	2591.36	64	3316941
Morgpie	509658	4597.67	36	3310322
Faith	509658	383.56	425	3260260
wakewilder	509658	921.53	176	3243786
deme	509658	3442.17	46	3166796
LowTierGod	509658	1639.0	95	3114100
YonnaJay	509658	3796.2	41	3112884
Denims	509658	3286.98	47	3089761
문뚜야	509658	582.05	262	3049942
Maya	509658	6048.56	25	3024280
Atrioc	509658	3134.88	48	3009485
Zentreya	509658	3219.72	46	2962142
CDawg	509658	7499.11	19	2849662
itsKatchii	509658	2489.09	56	2787781
KokoNuts	509658	2477.43	56	2774722
bradygoo	509658	1311.81	103	2702329
Flight23white	509658	5626.83	24	2700878
Quin69	509658	5388.72	25	2694360
mazellovvv	509658	4903.56	27	2647922
Knut	509658	937.89	140	2626092
SmugAlana	509658	2145.34	61	2617315
FaZeBanks	509658	18564.0	7	2598960
udbmm	509658	43117.0	3	2587020
vedal987	509658	7053.89	18	2539400
agendafreetv	509658	1226.0	103	2525560
epecn	509658	42067.33	3	2524040
swudp	509658	41998.67	3	2519920
jayunmatched	509658	444.38	279	2479640
Emiru	509658	10039.42	12	2409461
Zoil	509658	1471.41	80	2354256
AMOURANTH	509658	675.23	172	2322791
LaynaLazar	509658	2605.11	44	2292497
MichiMochievee	509658	2923.77	39	2280541
TenzinNiznet	509658	662.8	171	2266776
CookSux	509658	1239.48	91	2255854
kyootbot	509658	3784.07	29	2194761
erobb221	509658	3858.32	28	2160659
mole	509658	817.06	132	2157038
lydiaviolet	509658	4627.17	23	2128498
thetitaylor	509658	1592.38	66	2101942
Saruei	509658	2685.41	39	2094620
Grimmi	509658	1581.85	66	2088042
NoraExplorer	509658	6848.33	15	2054499
crelly	509658	3803.81	27	2054057
henyathegenius	509658	2952.74	34	2007863
asianbunnyx	509658	5550.78	18	1998281
kattpaccino	509658	2015.45	49	1975141
yusuf7n	509658	1202.09	82	1971428
qoqsik	509658	2381.68	40	1905344
juliakins	509658	3236.24	29	1877019
GloriaMatvien	509658	801.78	116	1860130
TheMajorityReport	509658	2742.36	33	1809958
sarahbridgewater	509658	447.94	200	1791760
Alinity	509658	1860.29	48	1785878
sunnys	509658	842.01	106	1785061
tfyau	509658	43032.0	2	1721280
vabzp	509658	42460.0	2	1698400
MISTERARTHER	509658	3681.0	23	1693260
Sydeon	509658	3107.26	27	1677920
iitgx	509658	41813.0	2	1672520
Adapt	509658	3950.81	21	1659340
YEBshow	509658	854.28	97	1657303
Lyasyaa	509658	2663.97	31	1651661
TheStockGuy	509658	2200.59	37	1628437
Powdur	509658	1391.07	58	1613641
forsen	509658	3962.7	20	1585080
gracehan_	509658	763.59	102	1557724
Reginald	509658	2427.41	32	1553542
sadgirl	509658	897.7	86	1544044
Agent00	509658	5366.79	14	1502701
dannyaarons	509658	5317.36	14	1488861
STRUGGLE_4	509658	810.4	91	1474928
Leaflit	509658	1099.36	67	1473142
firedancer	509658	671.93	107	1437930
Yoshimyan	509658	670.59	105	1408239
a2guapo	509658	683.65	101	1380973
Kirsche	509658	997.41	68	1356478
akaNemsko	509658	2562.96	26	1332739
zmoothly	509658	3692.44	18	1329278
pokelawls	509658	1691.74	39	1319557
Deansocool	509658	1711.34	38	1300618
kelo	509658	1173.36	55	1290696
EsfandTV	509658	1489.93	43	1281340
LIRIK	509658	7075.67	9	1273621
BluKitsune9	509658	799.9	79	1263842
Pezzzy	509658	1753.33	36	1262398
kumi	509658	2863.91	22	1260120
Aquwa	509658	2246.89	28	1258258
Vangard	509658	672.38	93	1250627
Blueryai	509658	1077.22	58	1249575
Arrav	509658	904.49	69	1248196
ChristinaandAmber	509658	1343.76	46	1236259
whatever	509658	1536.62	40	1229296
cerberVT	509658	1462.48	42	1228483
윤개굴이	509658	1859.24	33	1227098
therealbigwinnn	509658	370.23	165	1221759
jakeydavies	509658	3016.35	20	1206540
Dantes	509658	20026.33	3	1201580
Abgxlina	509658	525.77	114	1198756
npxzl	509658	29940.5	2	1197620
Limmy	509658	1574.82	38	1196863
Arielle	509658	1569.21	38	1192600
rawdogmoon	509658	745.52	79	1177922
Trickywi	509658	1340.23	43	1152598
rayasianboy	509658	3837.47	15	1151241
jankyrondo	509658	579.13	97	1123512
moistcr1tikal	509658	3744.53	15	1123359
Buffpup	509658	2023.37	27	1092620
elfyou	509658	4955.82	11	1090280
Madi2hottyy	509658	1416.87	38	1076821
HutchMF	509658	3354.75	16	1073520
totaamc	509658	3350.12	16	1072038
Bigpuffer	509658	2047.77	26	1064840
ytTALK2MENICE	509658	666.61	79	1053244
MegalodonVT	509658	1633.69	32	1045562
Aryssa614	509658	948.95	55	1043845
syanne	509658	632.05	82	1036562
pbavx	509658	25867.5	2	1034700
Northernlion	509658	10313.0	5	1031300
kopsteep	509658	1764.52	29	1023422
obkatiekat	509658	771.94	66	1018961
zgouo	509658	25042.0	2	1001680
ShawnCee	509658	1516.22	32	970381
nihmune	509658	2086.13	23	959620
YUY_IX	509658	1761.78	27	951361
Shylily	509658	2969.0	16	950080
ijtet	509658	23690.5	2	947620
tbvnks	509658	1343.89	35	940723
LucyPyre	509658	1741.67	27	940502
BerryCrepe	509658	1093.05	43	940023
kwekuaddo	509658	1377.88	34	936958
Sweet_Anita	509658	1835.28	25	917640
uwtdc	509658	22781.0	2	911240
mira	509658	363.93	125	909825
mariabagatti	509658	481.69	94	905577
MapleTakes	509658	637.23	70	892122
supcaitlin	509658	1351.45	33	891957
FemboySandwich	509658	2477.06	18	891742
supertf	509658	2965.13	15	889539
falco	509658	1232.81	36	887623
xpmos	509658	22179.0	2	887160
CarsonHocevar	509658	1578.54	28	883982
Victoria	509658	618.17	71	877801
nyxie	509658	526.82	83	874521
waterlynn	509658	947.28	46	871498
gremloe	509658	640.76	68	871434
miqyn	509658	43417.0	1	868340
hxmkw	509658	43122.0	1	862440
jlgtr	509658	43121.0	1	862420
ycycs	509658	43119.0	1	862380
xzrun	509658	43108.0	1	862160
nsnnr	509658	43068.0	1	861360
axsrm	509658	43040.0	1	860800
xvfui	509658	42984.0	1	859680
qlmpa	509658	42926.0	1	858520
lthif	509658	42804.0	1	856080
mucva	509658	42766.0	1	855320
itlmw	509658	42759.0	1	855180
zezje	509658	42750.0	1	855000
xywrz	509658	42726.0	1	854520
gfppw	509658	42668.0	1	853360
xtzzb	509658	42663.0	1	853260
owwmt	509658	42650.0	1	853000
ornct	509658	42633.0	1	852660
rmqta	509658	42624.0	1	852480
mbncp	509658	42613.0	1	852260
dfhfq	509658	42609.0	1	852180
jyskn	509658	42584.0	1	851680
